編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
12-5,發票,fadˊ pioo^,發票,發票兩個月對獎一擺,發票每兩個月兌獎一次。,,名詞,,12職業與經濟
12-6,飯店,pon deem^,飯店,在飯店蹛一夜,在飯店休息一晚。,,名詞,,12職業與經濟
12-7,加,gaˇ,加,"加法
加五十箍得你","加法。
加五十元給你。",,動詞,,12職業與經濟
12-8,減,giam^,減,減法,減法。,,動詞,,12職業與經濟
12-9,耕田,gangˇ teenˋ,耕田；務農,"作穡人認真耕田
耕田愛照節氣來做事","農夫努力耕田。
耕田要依照節氣來工作。",,動詞,,12職業與經濟
12-10,作穡人,zooˊ sidˊ nginˋ,種田人、農夫,𠊎太係作穡人，𠊎爸嘛係,我的曾祖父是農夫，我爸爸也是。,,名詞,,12職業與經濟
12-11,記者,gi^ zha^,記者,記者等下討來採訪，你準備一下,記者等一下要來採訪，你準備一下。,,名詞,,12職業與經濟
12-12,貴,gui^,貴,這滿麼个都貴，真苦憐！,現在什麼都貴，真可憐。,,形容詞,,12職業與經濟
12-13,工廠,gungˇ chongˋ,工廠,阿怙在工廠上班。,爸爸在工廠上班。,,名詞,,12職業與經濟
12-14,工人,gungˇ nginˋ,工人,工人靠苦力趁錢,工人靠勞力賺錢。,,名詞,,12職業與經濟
12-15,公司,gungˇ suˇ/siˇ,公司,公司趁真多錢,公司賺很多錢。,,名詞,,12職業與經濟
12-16,工業,gungˇ ngiabˋ,工業,工業區,工業區。,,名詞,,12職業與經濟
12-17,下班,haˇ banˇ,下班,六點正下班,六點才下班。,,動詞,,12職業與經濟
12-18,借,ziaˊ,借,臨時愛用錢，會用拁你借兜無？,臨時要用錢，可以跟你借一些嗎？,,動詞,,12職業與經濟
12-19,欠,kiam^,欠,欠數欠恁久，幾時討還？,欠債欠那麼久，何時要還？,,動詞,,12職業與經濟
12-20,旅社（旅館）,li^ sha (li^ guan^),旅館,轉角新開一間旅社，足派頭,轉角有一間新開的旅館，很氣派。,,名詞,,12職業與經濟
12-21,賣,mi/miˇ,賣,"這賞物無麼个心色，賣無人愛。
賣莫。","這玩具沒什麼趣味，賣不出去。
賣掉。",,動詞,,12職業與經濟
12-22,買,miˇ,買,這禮拜咖啡買一送一,這禮拜咖啡買一送一。,,動詞,,12職業與經濟
12-23,銀行,ngunˋ hongˋ,銀行,臺灣銀行,臺灣銀行。,,名詞,,12職業與經濟
12-24,辦公室,peen gungˇ shidˊ,辦公室,辦公室尖二十儕，強強會無路好行,辦公室擠了二十個人，幾乎沒有路可以走。,,名詞,,12職業與經濟
12-25,票,pioo^,票,"車票愛袋好，毋見去即麻煩啊！
你个電影票囥哪位去啊？","車票要放好，不見就麻煩了！
你的電影票放到哪裡了？",,名詞,,12職業與經濟
12-26,便宜,pienˋ ngiˋ,便宜,"高麗菜大出，十分便宜
便宜無好貨","高麗菜正盛產，非常便宜。
便宜沒好貨。",,形容詞,,12職業與經濟
12-27,請假,ciang^ ga^,請假,後禮拜一請假,下禮拜一請假。,,動詞,,12職業與經濟
12-28,事,she ,工作,阿叔去田做田事,叔叔去田裡耕作。,,名詞,,12職業與經濟
12-29,生理,senˇ li^,生意,頭家真笑面，生理一等好,老闆笑容滿面，生意非常好。,,名詞,,12職業與經濟
12-30,市場,shi chongˋ,市場,市場內底，麼个都賣,市場裡，什麼都賣。,,名詞,,12職業與經濟
12-31,司機（駛車人）,suˇ giˇ (su^ chaˇ nginˋ),司機,佢請司機駛車載佢去飯店,他請司機開車載他去飯店。,,名詞,,12職業與經濟
12-32,算,son^,算、數數,"算毋會和
算毋著","不划算
算錯。",,動詞,,12職業與經濟
12-33,上班,shongˇ banˇ,上班,打早即愛上班，真悿！,一大早就要上班，很累！,,動詞,,12職業與經濟
12-34,頭家,teuˋ gaˇ,老闆,遐個頭家對人真好,那個老闆對人很好。,,名詞,,12職業與經濟
12-35,頭路,teuˋ lu ,工作,你出業了後想討做麼个頭路？,你畢業後想要做什麼工作？,,名詞,,12職業與經濟
12-36,批落,peˇ looˊ,信封,買一個批落,買一只信封。,,名詞,,12職業與經濟
12-37,先生,sienˇ senˇ,老師；醫生,"做先生愛有耐心
去病院得先生䀴","當老師要有耐心。
去醫院看醫生。",,名詞,,12職業與經濟
12-38,做事,zoo^ she,工作,逐日做事做到暗暗,每天工作到天黑。,,動詞,,12職業與經濟
12-39,主任,zhi^ rhim/ngim,主任,教務主任,教務主任。,,名詞,,12職業與經濟
12-40,開錢,koiˇ cienˋ,花錢,毋好恁會開錢，較省兜！,不要那麼會花錢，節省一點！,,動詞,,12職業與經濟
13-1,表演,bioo^ rhen^,表演,阿妹在舞臺面上表演,妹妹在舞臺上表演。,,動詞,,13藝文與教育
13-2,比賽,bi^ soi^,比賽,演講比賽,演講比賽。,,名詞,動詞,13藝文與教育
13-3,出業,chidˊ ngiabˋ,畢業,阿姊今年六月會出業,姊姊今年六月要畢業。,,動詞,,13藝文與教育
13-4,放學,biong^ hoo,放學,放學愛隨即轉屋下,放學要馬上回家。,,動詞,,13藝文與教育
13-5,歇睏,hiedˊ kun^,放假,後禮拜歇睏,下禮拜放假。,,動詞,,13藝文與教育
13-6,放風吹（放紙鷂）,biong^ fungˇ cheˇ (biong^ zhi^ rhioo),放風箏,來去放風吹,來去放風箏。,,動詞,,13藝文與教育
13-7,報告,boo^ goo^,報告,寫報告,寫報告。,,名詞,動詞,13藝文與教育
13-8,報紙,boo^ zhi^,報紙,逐晨早有人來送報紙,每天早上有人來送報紙。,,名詞,,13藝文與教育
13-9,插花,cabˊ faˇ,插花,阿依逐禮拜去學插花,媽媽每個禮拜去學插花。,,動詞,,13藝文與教育
13-10,學校坪（操場）,hoo hau piangˋ (cauˇ chongˋ),操場,走學校坪五輪,跑操場五圈。,,名詞,,13藝文與教育
13-11,傳統,cheenˋ tung^,傳統,傳統風俗,傳統風俗。,,名詞,,13藝文與教育
13-12,唱,chong^,唱,唱歌,唱歌。,,動詞,,13藝文與教育
13-13,暑假,chi^ ga^,暑假,舊年暑假，同學去韓國三日,去年暑假，同學去韓國三天。,,名詞,,13藝文與教育
13-14,樹乳捽,shi neenˇ cudˋ,橡皮擦,鉛筆寫毋著，會用用樹乳捽來捽,鉛筆寫錯，可以用橡皮擦擦拭。,,名詞,,13藝文與教育
13-15,著第一,choo ti rhidˊ,得第一,講着食哦！佢著第一,說到吃哦！他得第一啦。,,動詞,,13藝文與教育
13-16,畫,fa,繪畫,"畫一張圖
畫出來","畫一張圖。
畫出來。",,名詞,動詞,13藝文與教育
13-17,活動,ua tung,活動,辦活動,辦活動。,,名詞,,13藝文與教育
13-18,發表,fadˊ bioo^,發表,發表研究成果,發表研究成果。,,動詞,,13藝文與教育
13-19,烏枋,bbuˇ biongˇ,黑板,烏枋無捽淨俐，擱捽一下,黑板沒擦乾淨，再擦一下。,,名詞,,13藝文與教育
13-20,枋捽,biongˇ cudˋ,板擦,烏枋恁屙糟，枋捽提來捽淨俐,黑板那麼髒，板擦拿來擦乾淨。,,名詞,,13藝文與教育
13-21,教育,gau^ rhiu,教育,"教育部
佢个爺哀拁佢教育到十分好","教育部。
他父母把他教育得非常好。",,名詞,動詞,13藝文與教育
13-22,教室（學堂）,gau^ shidˊ (hoo tongˋ),教室,拚掃教室愛認真,打掃教室要認真。,,名詞,,13藝文與教育
13-23,賞,song^,玩耍,阿妹真愛賞水，逐擺攏講討去溪脣賞,妹妹很愛玩水，每次都說要去河邊玩。,,動詞,,13藝文與教育
13-24,學校長,hoo hau zhong^,校長,佢自主任，一路做到學校長,他從主任，一路做到校長。,,名詞,,13藝文與教育
13-25,教,gauˇ,教導,"細子猶細漢即愛教
若係毋會，即愛教得佢會","小孩還小就要教。
如果不會，就要教到他會為止。",,動詞,,13藝文與教育
13-26,教書,gauˇ shiˇ,教書,阿依在學校教書，明年討退休啊！,媽媽在學校教書，明年要退休了！,,動詞,,13藝文與教育
13-27,歌,gooˇ,歌,"你唱个係麼个歌？
這條歌真好聽","你唱的是什麼歌？
這首歌很好聽。",,名詞,,13藝文與教育
13-28,講古,gong^ gu^,講故事,𠊎真愛聽阿公講古,我很喜歡聽祖父講故事。,,動詞,,13藝文與教育
13-29,故事,gu^ su,故事,這個故事真感動人,這個故事很感人。,,名詞,,13藝文與教育
13-30,國中,gudˊ zhungˇ,國中,中山國中,中山國中。,,名詞,,13藝文與教育
13-31,功課,gungˇ koo^,功課,逐日攏有功課愛寫,每天都有功課要寫。,,名詞,,13藝文與教育
13-32,客事,kaˊ su,客家話,佢个客事講到十分好,他的客語講得非常好。,,名詞,,13藝文與教育
13-33,翕相,hibˊ siong^ ,照相,你三儕過來，企作垺翕相,你們三個過來，站一起拍照。,,動詞,,13藝文與教育
13-34,學,hoo,學習,學人做生理,學人家做生意。,,動詞,,13藝文與教育
13-35,學校,hoo hau,學校,私立學校,私立學校。,,名詞,,13藝文與教育
13-36,學生,hoo senˇ,學生,恁多個學生,那麼多個學生。,,名詞,,13藝文與教育
13-37,鉛筆,rheenˋ bidˊ,鉛筆,一支鉛筆,一支鉛筆。,,名詞,,13藝文與教育
13-38,音樂,rhimˇ ngo,音樂,音樂課,音樂課。,,名詞,,13藝文與教育
13-39,運動,bbin tung,運動,阿公逐晨早會去公園運動,祖父每天早上會去公園運動。,,動詞,,13藝文與教育
13-40,運動會,bbin tung fui,運動會,後禮拜六學校辦運動會,下禮拜六學校辦運動會。,,名詞,,13藝文與教育
13-41,運動坪,bbin tung piangˋ,運動場,學生在運動坪面上走相躐,學生在運動場上賽跑。,,名詞,,13藝文與教育
13-42,節目,ziedˊ hmˊ,節目,這節目真精彩，你來共下䀴,這節目很精采，你來一起看。,,名詞,,13藝文與教育
13-43,腳球,giooˊ kiuˋ,足球,踢腳球,踢足球。,,名詞,,13藝文與教育
13-44,考,koo^,考,佢考着博士班，厥爺哀真暢,他考上博士班，他父母很開心。,,動詞,,13藝文與教育
13-45,考試,koo^ chi^,考試,天光日愛考試，愛較拚兜,明天要考試，要認真一點。,,名詞,動詞,13藝文與教育
13-46,球場,kiuˋ chongˋ,球場,在球場面上打球,在球場上打球。,,名詞,,13藝文與教育
13-47,球,kiuˋ,球,毋會用在教室內底擊球,不可以在教室裡丟球。,,名詞,,13藝文與教育
13-48,課,koo^,課,音樂課,音樂課。,,名詞,,13藝文與教育
13-49,課本,koo^ bun^,課本,佢無抸課本，所以和同學共下䀴,他沒帶課本，所以跟同學一起看。,,名詞,,13藝文與教育
13-50,課文,koo^ bbunˋ,課文,先生喊佢企起來念課文,老師叫他站起來念課文。,,名詞,,13藝文與教育
13-51,科學,kooˇ hoo,科學,科學家,科學家。,,名詞,,13藝文與教育
13-52,開學,koiˇ hoo ,開學,後禮拜一討開學啊！,下禮拜一要開學了。,,動詞,,13藝文與教育
13-53,䀴戲,ngiang^ hi^,看戲,廟坪前䀴戲,廟口前看戲。,,動詞,,13藝文與教育
13-54,籃球,lamˋ kiuˋ,籃球,籃球比賽,籃球比賽。,,名詞,,13藝文與教育
13-55,旅行,li^ hangˋ,旅行,出國旅行愛保險,出國旅行要保險。,,動詞,,13藝文與教育
13-56,尞,leeu,玩；休閒,"這禮拜六去尋你尞，好無？
歸家人討去哪位尞？","這禮拜六去找你玩，好嗎？
全家人要去哪裡玩？",,動詞,,13藝文與教育
13-57,練習,leen sibˋ,練習,多練習，即會進步,多練習，就會進步。,,動詞,,13藝文與教育
13-58,溜滑梯,liuˇ bbadˋ toiˇ,溜滑梯,賞溜滑梯愛排列,玩溜滑梯要排隊。,,名詞,,13藝文與教育
13-59,研究,ngien^ giu^,研究,"佢專門研究蟲
阿哥讀研究所","他專門研究昆蟲。
哥哥讀研究所。",,名詞,,13藝文與教育
13-60,年生,neenˋ senˇ,...年級,"阿弟今年二年生
你這下幾多年生？","弟弟今年二年級。
你現在幾年級？",,名詞,,13藝文與教育
13-61,歇熱,hiedˊ ngiedˋ,放暑假,學生七月開始歇熱,學生七月開始放暑假。,,動詞,名詞,13藝文與教育
13-62,泅水,siuˋ fi^,游泳,在河溪泅水,在河裡游泳。,,動詞,,13藝文與教育
13-63,小學,sioo^ hoo,小學,讀小學,讀小學。,,名詞,,13藝文與教育
13-64,字,cu,字,這篇文章有幾多字？,這篇文章有多少個字？,,名詞,,13藝文與教育
13-65,書,shiˇ,書,一本書,一本書。,,名詞,,13藝文與教育
13-66,書店,shiˇ deem^,書店,這間書店麼个書都有賣,這間書店什麼書都有賣。,,名詞,,13藝文與教育
13-67,書包,shiˇ bauˇ,書包,作業簿在書包內底,作業簿在書包裡。,,名詞,,13藝文與教育
13-68,大學,tai hoo,大學,臺灣大學,臺灣大學。,,名詞,,13藝文與教育
13-69,聽講,tenˇ gong^,聽說；聽話,聽講佢討去英國留學。,聽說他要去英國留學。,,動詞,,13藝文與教育
13-70,跳舞,teeu^ bbu^,跳舞,共下跳舞,一起跳舞。,,動詞,,13藝文與教育
13-71,跳格子,teeu^ gaˊ zu^,跳格子,跳格子進前愛先在泥下畫格,跳格子前要先在地板上畫格子。,,動詞,,13藝文與教育
13-72,跳索,teeu^ sooˊ,跳繩,跳索愛注意，毋好挭着！,跳繩要注意，不要絆到！,,動詞,,13藝文與教育
13-73,電影,teen rhiang^,電影,佢逐禮拜攏去䀴電影,他每星期都去看電影。,,名詞,,13藝文與教育
13-74,圖,tuˋ,圖,畫一張圖,畫一張圖。,,名詞,,13藝文與教育
13-75,圖書館,tuˋ shiˇ guan^,圖書館,入去圖書館愛細聲,進入圖書館要小聲。,,名詞,,13藝文與教育
13-76,讀,tu,讀,讀書若係讀毋會來，即去做事,如果讀書讀不來，就去工作。,,動詞,,13藝文與教育
13-77,讀書,tu shiˇ,讀書；上學,"在房間內底讀書
佢堵好討去讀書","在房間裡讀書。
他恰好要去上學。",,動詞,,13藝文與教育
13-78,同學,tungˋ hoo,同學,同學莫冤家,同學不要吵架。,,名詞,,13藝文與教育
13-79,文字,bbunˋ cu,文字,愛用文字記錄落來，正毋會添放,要用文字記錄下來，才不會忘記。,,名詞,,3外在活動與動作
13-80,文章,bbunˋ zhongˇ,文章,寫文章,寫文章。,,名詞,,13藝文與教育
13-81,心得,simˇ dedˊ,心得,研習過後愛交心得,研習過後要交心得。,,名詞,,13藝文與教育
13-82,新聞,sinˇ bbunˋ,新聞,䀴新聞,看新聞。,,名詞,,13藝文與教育
13-83,走相躐（走相捎）,zeu^ siongˇ liabˋ (zeu^ siongˇ sauˇ),賽跑,六儕在遐走相躐,六個人在那賽跑。,,動詞,,13藝文與教育
13-84,主持,zhi^ chiˋ,主持,這個節目係麼儕主持个？,這節目是誰主持的？,,動詞,,13藝文與教育
13-85,主角,zhi^ gooˊ,主角,遐齣戲个主角高天天,那部戲的主角很高。,,名詞,,13藝文與教育
14-1,拜,bai^,祭拜,"拜公媽
拜神明","祭拜祖先。
祭拜神明。",,動詞,,14歲時祭儀、習俗與宗教
14-2,香,hiongˇ,香（味道）；香（祭拜用品）,"爌肉个味素真香
擎三支香拜","爌肉的味道很香。
拿三支香拜拜。",,形容詞,名詞,14歲時祭儀、習俗與宗教
14-3,燒香,shiooˇ hiongˇ,燒香,去廟燒香,去廟裡燒香。,,動詞,,14歲時祭儀、習俗與宗教
14-4,鬼,gui^,鬼,你仰子恁緊張？䀴着鬼係無？,你怎麼那麼緊張？看到鬼是嗎？,,名詞,,14歲時祭儀、習俗與宗教
14-5,廟,mio/miu,廟,"義民廟
去廟坪䀴人做戲","義民廟。
去廟口看人演戲。",,名詞,,14歲時祭儀、習俗與宗教
14-6,公媽,gungˇ ma^,祖先,過年過節愛拜公媽,過年過節要祭拜祖先。,,名詞,,14歲時祭儀、習俗與宗教
14-7,土地伯公,tu^ ti baˊ gungˇ,土地公,初一十五愛拜土地伯公,初一十五要拜土地公。,,名詞,,14歲時祭儀、習俗與宗教
14-8,伯公下,baˊ gungˇ haˇ,土地公廟、土地公廟旁,阿公在伯公下坐涼,爺爺在土地公廟旁乘涼。,,副詞,,14歲時祭儀、習俗與宗教
14-9,神明,shinˋ menˋ,神明,拜神明,拜神明。,,名詞,,14歲時祭儀、習俗與宗教
14-10,天公,teenˇ gungˇ,老天爺；玉皇大帝,年初九天公生,年初九玉皇大帝生辰。,,名詞,,14歲時祭儀、習俗與宗教
14-11,出世,chidˊ she^,出生,嬰仔正出世个時真得人惜,嬰兒剛出生時很可愛。,,動詞,,14歲時祭儀、習俗與宗教
14-12,生日,sangˇ ngidˊ,生日,阿公這禮拜做大生日,祖父這星期過大壽。,,名詞,,14歲時祭儀、習俗與宗教
14-13,過身,goo^ shinˇ,過世,阿太過身十外年啊！,曾祖母（父）過世十幾年了！,,動詞,,14歲時祭儀、習俗與宗教
14-14,嫁,ga^,嫁,"阿伯這禮拜討嫁阿女
你吂嫁，佢吂渡","伯伯這星期要嫁女兒。
你未嫁，他未娶。",,動詞,,14歲時祭儀、習俗與宗教
14-15,結婚,giedˊ funˇ,結婚,阿哥後禮拜討結婚,哥哥下禮拜要結婚。,,虛詞,,14歲時祭儀、習俗與宗教
14-16,食酒,shiedˋ ziu^,喝喜酒；喝酒,"阿泉渡親，共下來去食酒好無？
食酒莫駛車，駛車莫食酒！","阿泉娶親，一起去喝喜酒好嗎？
喝酒不開車，開車不喝酒！",,動詞,,14歲時祭儀、習俗與宗教
14-17,過年,goo^ neenˋ,過年,過年歇歸禮拜，討去哪位行行个無？,過年放一星期假，要去哪裡走走嗎？,,名詞,,14歲時祭儀、習俗與宗教
14-18,紅包,fungˋ bauˇ,紅包,你有紅包袋無？分一個得𠊎！,你有紅包袋嗎？分一個給我。,,名詞,,14歲時祭儀、習俗與宗教
14-19,紙炮,zhi^ pau^,鞭炮,過年會放紙炮,過年會放鞭炮。,,名詞,,14歲時祭儀、習俗與宗教
14-20,放炮,biong^ pau^,放鞭炮,細子在禾坪底放炮,小孩子在院子裡放鞭炮。,,動詞,,14歲時祭儀、習俗與宗教
14-21,季節,gui^ ziedˊ,季節,一年有四個季節,一年有四個季節。,,名詞,,14歲時祭儀、習俗與宗教
14-22,新年,sinˇ neenˋ,新年,過新年，著新衫！,過新年，穿新衣！,,名詞,,14歲時祭儀、習俗與宗教
14-23,正月半,zhangˇ ngiedˋ ban^,正月半，元宵節,正月半，滿哪位攏有燈會,元宵節，各地都有燈會。,,名詞,,14歲時祭儀、習俗與宗教
14-24,五月節,m^ ngiedˋ ziedˊ,端午節,五月節食餡粽,端午節吃粽子。,,名詞,,14歲時祭儀、習俗與宗教
14-25,包粽（包餡粽）,bauˇ zung^ (bauˇ amˇ zung^),包粽子,五月節阿媽會包粽,端午節祖母會包粽子。,,動詞,,14歲時祭儀、習俗與宗教
14-26,冬節,dungˇ ziedˊ,冬至,"冬節遐日，日時頭頭短
冬節食惜圓，即加一歲","冬至那天，白天最短。
冬至吃湯圓，就會長一歲。",,名詞,,14歲時祭儀、習俗與宗教
15-1,按,anˊ,這樣,"逐擺攏按，會氣死！
按即真會啊！","每次都這樣，會氣死！
這樣就很棒了！",,副詞,,15代詞
15-2,人,eenˇ nginˋ,我們（包含所有聽話者）,,,,代詞,,15代詞
15-3,大家,eenˇ tai gaˇ,我們大家（包含所有聽話者）,,,,代詞,,15代詞
15-4,,eenˇ,咱們（包含所有聽話者）,,,,代詞,,15代詞
15-5,遐,gaˊ,那,遐隻狗有狗蝨,那隻狗有狗蝨。,,代詞,,15代詞
15-6,遐兜,gaˊ deuˇ,那些,遐兜書囥在泥下會挭著人,那些書放在地板上會絆倒人。,,副詞,,15代詞
15-7,遐裡,gaˊ le^,那邊,遐裡山較低，這裡較高,那邊的山比較低，這邊的山比較高。,,副詞,,15代詞
15-8,遐位,gaˊ bbi,那裡,遐位有賣煙腸，去買兩支來食,那裡有賣香腸，去買兩支來吃。,,副詞,,15代詞
15-9,遐下,gaˊ ha,那時,"做大水遐下真得人驚
遐下𠊎猶細漢，哪有可能記得！","水災那時候非常可怕。
那時我還小，怎麼可能記得。",,副詞,,15代詞
15-10,遐時,gaˊ shiˋ,那時；那時候,"讀大學遐時
遐時个颱風真嚴重","讀大學那時。
那時的颱風很嚴重。",,副詞,,15代詞
15-11,個人,gooˊ nginˋ,個人,𠊎個人个想法和大家無共樣,我個人的想法跟大家不一樣。,,代詞,,15代詞
15-12,幾,gidˊ,疑問詞,"這西瓜幾多錢？
這索子幾長？
你个房間幾大？
佢幾輒來？","這西瓜多少錢？
這繩子多長？
你的房間多大？
他多常來？",,代詞,,15代詞
15-13,佢,guiˋ,他,,,,代詞,,15代詞
15-14,佢人,guiˋ nginˋ,他們,,,,代詞,,15代詞
15-15,佢个,guiˋ e,他的,,,,代詞,,15代詞
15-16,這,liˊ,這,係這個，毋係遐個,是這個，不是那個。,,代詞,,15代詞
15-17,這裡,liˊ le^,這邊,這裡泥下仰子恁滑？,這邊地板怎麼那麼滑？,,代詞,,15代詞
15-18,這位,liˊ/liaˊ bbi ,這裡（此處）,這位係市場，擱行過去兜有賣場,這裡是市場，再走過去一點有賣場。,,代詞,,15代詞
15-19,這兜,liˊ deuˇ,這些,這兜糖，你提去食啊！,這些糖果，你拿去吃吧！,,代詞,,15代詞
15-20,另外,lin/len nguai,其他,猶有另外个事無？,還有其他的事嗎？,,代詞,,15代詞
15-21,麼个,bbooˊ gai^,什麼,你講麼个？𠊎無聽着,你說什麼？我沒聽到。,,代詞,,15代詞
15-22,麼儕,bbooˊ saˋ,什麼人；誰,你个屋下恁鬧熱，麼儕來尞？,你家裡那麼熱鬧，誰來串門子？,,代詞,短語,15代詞
15-23,你人,henˋ nginˋ,你們,,,,代詞,,15代詞
15-24,哪,ni,哪,哪儕？,哪個人？,,代詞,,15代詞
15-25,哪兜,ni deuˇ,哪些,哪兜係愛擊莫个？,哪些是要丟掉的？,,代詞,,15代詞
15-26,哪位,ni bbi,哪裡,你在哪位？,你在哪裡？,,代詞,,15代詞
15-27,你,henˋ,你,,,,代詞,,15代詞
15-28,𠊎个,ngaiˋ e,我的,,,,代詞,,15代詞
15-29,𠊎,ngaiˋ,我,,,,代詞,,15代詞
15-30,𠊎自家,ngaiˋ ziˇ gaˇ,我自己,莫講你，𠊎自家嘛無通好食！,別說你，我自己也沒得吃！,,代詞,,15代詞
15-31,𠊎人,ngaiˋ nginˋ,我們（不含受話者）,,,,代詞,,15代詞
15-32,你个,henˋ e,你的,,,,代詞,,15代詞
15-33,仰子,ngiong zu^,怎樣,"這菜仰子賣？
無！你感覺愛仰子做正著？","這菜怎麼賣？
不然你覺得要怎麼做才對？",,副詞,,15代詞
15-34,仰子會,ngiong zu^ bbue,怎麼會,"你仰子會恁慶！
你仰子會知佢个名？","你怎麼會這麼厲害！
你怎麼會知道他的名字？",,虛詞,,15代詞
15-35,別儕,pe saˋ,別人,,,,副詞,,15代詞
15-36,自家,ziˇ gaˇ,自己,在外地做事，愛好好照顧自家！,在外面工作，要好好照顧自己！,,代詞,,15代詞
15-37,大家,tai gaˇ,大家,佢對人真惡，大家攏真慼佢,他對人很凶，大家都很討厭他。,,代詞,,15代詞
15-38,大人,tai nginˋ,大人,大人講个事愛聽,大人說的話要聽。,,名詞,,15代詞
16-1,把,ba^,把（量詞）,一把竹。,一把竹子。,,數/量詞,,16數詞量詞
16-2,八 （8）,beedˊ,8,,,,數/量詞,,16數詞量詞
16-3,百,baˊ,百（數詞）,"攏總百五！
算你兩百銀即好！","總共一百五十元！
算你兩百元就好！",,數/量詞,,16數詞量詞
16-4,擺,bai^,次、回（量詞）,會用擱講一擺無？,可以再說一次嗎？,,數/量詞,,16數詞量詞
16-5,半,ban^,半,這半裡个雞送你,這半隻雞送你。,,數/量詞,,16數詞量詞
16-6,班,banˇ,班級（量詞）,這間學校正五班,這間學校才五個班級。,,數/量詞,,16數詞量詞
16-7,杯,bueˇ,杯（量詞）,會用加渟一杯來無？,可以再倒一杯嗎？,,數/量詞,,16數詞量詞
16-8,本,bun^,本（量詞）,一本書,一本書。,,數/量詞,,16數詞量詞
16-9,車,chaˇ,車（量詞）,物件恁多，驚愛兩車正載會了,東西那麼多，可能要兩車次才載得了。,,數/量詞,,16數詞量詞
16-10,尺,chaˊ,尺；臺尺,"一支尺
大約五尺長","一支尺。
大約五尺長。",,名詞,數/量詞,16數詞量詞
16-11,層,cenˋ,層（量詞）,九層粄,九層糕。,,數/量詞,,16數詞量詞
16-12,串,cheen^,串（量詞）,一串玉蘭花,一串玉蘭花。,,數/量詞,,16數詞量詞
16-13,床,songˋ,床（量詞）,一床菜頭粄,一床蘿蔔糕。,,數/量詞,,16數詞量詞
16-14,隊,tui,隊（量詞）,第六小隊,第六小隊。,,數/量詞,,16數詞量詞
16-15,頂,den^,頂（量詞）,三頂安全帽,三頂安全帽。,,數/量詞,,16數詞量詞
16-16,垤,deuˇ,塊,兩垤豆腐,兩塊豆腐。,,數/量詞,,16數詞量詞
16-17,點鐘,deem^ zhungˇ,小時,昨日正睡五點鐘定,昨天才睡了五個小時而已。,,數/量詞,,16數詞量詞
16-18,點,deem^,時（量詞）,下晝兩點,下午兩點。,,數/量詞,,16數詞量詞
16-19,回,fueˋ,次（量詞）,這藥一日食三回,這藥一天吃三次。,,數/量詞,,16數詞量詞
16-20,墩,dunˇ,堆（量詞）,物件共類个共一墩,同類的物品放同一堆。,,名詞,,16數詞量詞
16-21,回,fueˋ,回（量詞）,上回有講過，仰子又毋記得？,上次有講過，怎麼又不記得？,,數/量詞,,16數詞量詞
16-22,戶,fu,戶（量詞）,這山崠正兩戶人家定,這山上只有兩戶人家而已。,,數/量詞,,16數詞量詞
16-23,分鐘,funˇ zhungˇ,分鐘,猶伸兩分鐘定，你較緊兜好無？,還剩兩分鐘，你快一點好嗎？,,數/量詞,,16數詞量詞
16-24,張,zhongˇ,封（量詞）,這張批係韓國寄來个,這封信是韓國寄來的。,,數/量詞,,16數詞量詞
16-25,個,gai^,個（量詞）,一個嬰仔,一個嬰兒。,,數/量詞,,16數詞量詞
16-26,句,gui^,句（量詞）,佢這句事真傷人,他這句話很傷人。,,數/量詞,,16數詞量詞
16-27,支,giˇ,支（量詞）,一支牙筅,一支牙刷。,,數/量詞,,16數詞量詞
16-28,間,geenˇ,間（量詞）,佢个屋下有兩間便所，真利便,他的家有兩間廁所，很方便。,,數/量詞,,16數詞量詞
16-29,斤,gunˇ,臺斤,這半斤六十箍，一斤算你一百即好,這半斤六十元，一斤算你一百就好。,,數/量詞,,16數詞量詞
16-30,九（9）,giu^,9,,,,數/量詞,,16數詞量詞
16-31,國,gudˊ,國（量詞）,討去哪國尞？,要去哪個國家玩？,,數/量詞,,16數詞量詞
16-32,公斤,gungˇ gunˇ,公斤,五十公斤,五十公斤。,,數/量詞,,16數詞量詞
16-33,公里,gungˇ li^,公里,四十公里遠,四十公里遠。,,數/量詞,,16數詞量詞
16-34,下,ha,次、下,你个兔真得人惜，𠊎會用摸一下無？,你的兔子很可愛，我可以摸一下嗎？,,數/量詞,,16數詞量詞
16-35,盒,habˋ,盒（量詞）,一盒餅,一盒糕餅。,,數/量詞,,16數詞量詞
16-36,口,keu^,口（量詞）,"這傷甜，佢食兩口即無愛食啊！
大大口食，一下即食了啊！","這太甜，他吃兩口就不要吃了！
大口吃，一下就吃完了！",,數/量詞,,16數詞量詞
16-37,號,hoo,號,單面上寫着八十五號,單子上寫著八十五號。,,數/量詞,,16數詞量詞
16-38,行,hongˋ,行（量詞）,寫兩行字,寫兩行字。,,數/量詞,,16數詞量詞
16-39,頁,rhiabˋ,頁（量詞）,第二十頁,第二十頁。,,數/量詞,,16數詞量詞
16-40,一（１）,rhidˊ,1,,,,數/量詞,,16數詞量詞
16-41,一半,rhidˊ ban^,一半,這垤餅你兩兄弟一儕一半,這塊餅乾你們兩兄弟一人一半。,,副詞,,16數詞量詞
