編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
18-106,全部,cion pu+,全部,"這菜瓜全部送你
正買啊着个餅，全部分佢食淨淨","這絲瓜全部送你。
才剛買的糕餅，全部被他吃光光。",,副詞,,18時空與情狀副詞
18-107,從來,ciung loi,向來,佢從來就當準時,他向來都很準時。,,副詞,,18時空與情狀副詞
18-108,重新,chiung sinˋ,重新,重新做加一遍,重新再做一遍。,,副詞,,18時空與情狀副詞
18-109,時節,shi zied,時候,哪時節愛考試？,什麼時候要考試？,,名詞,,18時空與情狀副詞
18-110,時間,shi gienˋ,時間,時間吂到，你定定仔來，毋使鬥緊。,時間還沒到，你慢慢來，不用急。,,名詞,,18時空與情狀副詞
18-111,十分,shibˋfunˋ,十分、非常,阿姑仔逐年做生日，佢就會打電話過來，正經十分有心,每年姑姑慶生，他都會打電話過來，真的非常有心。,,副詞,,18時空與情狀副詞
18-112,實在,shidˋcai+,實在…,佢兩兄弟，實在會搣死人！,他們兩兄弟，實在會折騰死人！,,副詞,,18時空與情狀副詞
18-113,所在,soˊcai+,地方、位置,這係麼个所在？,這是什麼地方？,,名詞,,18時空與情狀副詞
18-114,所有,soˊrhiuˋ,所有,所有無用个東西全愛抨忒，你整理一下！,所有沒用的東西全部要丟掉，你整理一下！,,形容詞,,18時空與情狀副詞
18-115,上,shong+,上方,上夫田,上面那塊田。,,副詞,,18時空與情狀副詞
18-116,上背,shong+  boiˇ,上面、上方；指北部,叔姆戴在佢上背伙房屋,嬸嬸住在他家上方的伙房屋。,,副詞,,18時空與情狀副詞
18-117,上屋,shong+  vug,上頭那一家,上屋叔婆當多歲咧！,上頭那一家的叔婆很老了！,,名詞,,18時空與情狀副詞
18-118,上晝,shong+  zhiuˇ,上午,阿婆上晝會去打拳,祖母上午會去打拳。,,副詞,,18時空與情狀副詞
18-119,上擺(上回),shong+ baiˊ (shong+ fui ),上次,上擺有講過，仰又毋記得？,上次有講過，怎麼又不記得？,,副詞,,18時空與情狀副詞
18-120,上,shongˋ,往上,"碫仔恁高，上毋得！
肥料上肩","臺階那麼高，上不去！
肥料放肩上。",,動詞,,18時空與情狀副詞
18-121,隨時,sui shi,隨時,菜先買便來，隨時就有好食,菜先買好來，隨時就有得吃。,,副詞,,18時空與情狀副詞
18-122,順續,shun+ saˇ,順便,你順續買豆油轉來,你順便買醬油回來。,,副詞,,18時空與情狀副詞
18-123,脣,shun,...旁邊,以前人屋脣有畜豬仔,以前人們房子旁邊有養豬。,,副詞,,18時空與情狀副詞
18-124,忒,ted,太…,"食忒飽
這忒細粒，愛大粒个較好","吃太飽。
這太小顆，要大顆的比較好。",,虛詞,,18時空與情狀副詞
18-125,跈等,ten  denˊ/nenˊ,跟著；馬上,"跈等阿姆去市場
等一下仔，佢跈等就來！","跟著媽媽去市場。
等一下，他馬上就來！",,副詞,動詞,18時空與情狀副詞
18-126,頭擺,teu baiˊ,從前,頭擺係燒樵暖水來洗身,從前是燒柴燒水洗澡。,,副詞,,18時空與情狀副詞
18-127,頭先(頭下),teu senˋ(teu ha+),剛才,頭先有交分佢，佢應該記得！,剛才有交給他，他應該記得！,,副詞,,18時空與情狀副詞
18-128,韶早,shau zoˊ,明天、翌日,韶早愛上班,明天要上班。,,名詞,,18時空與情狀副詞
18-129,定著,tin+ chogˋ,一定,韶早你定著愛來哦！,明天你一定要來哦！,,副詞,,18時空與情狀副詞
18-130,同時,tung shi,同時,"佢兩儕同時到這
佢係先生，同時乜係主任","他們兩人同時到這裡。
他是老師，同時也是主任！",,副詞,,18時空與情狀副詞
18-131,滑,vadˋ,滑,"地泥滑滑
嘴甜舌滑","地板滑滑的。
油嘴滑舌。",,形容詞,,18時空與情狀副詞
18-132,完全,van cion,完全,佢完全毋聽人講,他完全不聽別人講。,,副詞,,18時空與情狀副詞
18-133,位,vui+,...處、地方,這位無人賣牛肉，去別位看有無,"這地方沒人賣牛肉，去別處看有沒有。
",,副詞,,18時空與情狀副詞
18-134,未來,vui+ loi,未來,未來个事情已難講,未來的事情很難講。,,名詞,,18時空與情狀副詞
18-135,西,siˋ,西,西片,西邊。,,名詞,,18時空與情狀副詞
18-136,先, senˋ/sienˋ,先,"你先去，𠊎跈等到！
先走先贏","你先去，我馬上到！
先跑先贏。",,副詞,,18時空與情狀副詞
18-137,正月,zhangˋ ngiedˋ,正月、農曆每年的第一個月,"正月初九天公生
正月半","正月初九玉皇大帝生辰。
正月十五。",,名詞,,18時空與情狀副詞
18-138,正,zhangˇ,再；剛剛、才、只有，相當於華語的「才」,"有麼个事情下擺正講！
正轉啊來，外背就落水！
正兩個銀定定","有什麼事情下次再說！
剛回來，外面就下雨！
才兩元而已。",,副詞,,18時空與情狀副詞
18-139,朝晨(朝晨頭),zhauˋ shin(zhauˋ shin teu),早上,逐朝晨去運動已好,每天早上去運動很好。,,副詞,,18時空與情狀副詞
18-140,做麼个,zoˇmaˊ  gaiˇ,做什麼；為什麼,"你在該做麼个？
做麼个恁閼？","你在那兒做什麼？
為什麼這麼生氣？",,副詞,,18時空與情狀副詞
18-141,做下(做盡),zoˇha+(zoˇ cinˊ),全部,留該一息半息做麼个？做下煮忒佢,留那一些做什麼？全部煮了。,,副詞,,18時空與情狀副詞
18-142,早,zoˊ,早,"恁早！
佢今晡日當早就䟘床","早安！
他今天很早就起床。",,形容詞,,18時空與情狀副詞
18-143,左片,zoˊ pienˊ,左邊,阿美坐在你左片,阿美坐在你左邊。,,副詞,,18時空與情狀副詞
18-144,主要,zhuˊrhauˇ,主要,活動主要係佢負責,活動主要是他負責。,,形容詞,,18時空與情狀副詞
18-145,準時,zhunˊshi,準時,後日記得愛準時,後天記得要準時。,,副詞,,18時空與情狀副詞
18-146,總係,zungˊ heˇ,總是,"毋好總係罵細人仔
爺哀總係為着你好","不要總是罵小孩。
父母總是為了你好。",,副詞,,18時空與情狀副詞
18-147,總共,zungˊkiung+,總共,這恁多東西，總共幾多錢？,這麼多東西，總共多少錢？,,副詞,,18時空與情狀副詞
18-148,中間,zhungˋ gienˋ,中間,阿哥企在該兩儕人个中間,哥哥站在那兩個人的中間。,,副詞,,18時空與情狀副詞
18-149,天光,tienˋgongˋ,天亮,夜夜讀書讀到天光,每晚讀書到天亮。,,形容詞,,18時空與情狀副詞
18-150,敢有,gamˊ rhiuˋ,有...嗎?,你敢有還佢錢？,你有還他錢嗎？,,副詞,,18時空與情狀副詞
18-151,長透(長下),chong  teuˇ(chong ha+),經常,佢長透毋食朝，所以上班無精神,他經常不吃早餐，所以上班沒精神。,,副詞,,18時空與情狀副詞
18-152,通棚(通通),tungˋ pang(tungˋ tungˋ),全部,這通棚分你帶轉去,這全部讓你帶回去。,,副詞,,18時空與情狀副詞
18-153,係講(假使、若係),heˇgongˊ(gaˊ siiˊ、na+ heˇ),假使、如果,係講你做得，愛通知一下！,如果你可以，要通知一下！,,副詞,,18時空與情狀副詞
18-154,哪量時(哪當時),nai+ liongˋ shi(nai+ dongˋ shi),何時,哪量時愛嫁？斯愛通知一下哦！,何時要嫁人？可要通知一下喔！,,副詞,,18時空與情狀副詞
18-155,係無?,heˇ mo,是嗎?（用於語尾附加問句）,你下隻月愛去新竹係無？,你下個月要去新竹是嗎？,,副詞,,18時空與情狀副詞
18-156,幾,giˊ,幾，不確定的數量,"正幾個人來定定
買幾隻包仔","才幾個人來而已。
買幾個包子。",,副詞,,18時空與情狀副詞
18-157,幾下,giaˊ,為「幾下」一詞合音而產生，猶如華語中的「好幾…」,"幾下擺
幾下日
幾下千萬
幾下年","好幾次
好幾天
好幾千萬
好幾年。",,副詞,,18時空與情狀副詞
